event_id,t2,t4,merging_id,lead_id,lag_id,LC,Final_follower_decision,Previous_decision,Time_lapsed,Time_norm,Time_log,Time_bin,PrevDec_0,PrevDec_1,PrevDec_2
36,-32.73041152347819,-1.0027930793079307,2962.0,3063.0,-9999.0,0.0,0.0,0,231.0,-0.06028234442161995,5.44673737166631,3,1,0,0
37,-13.71970033109769,-1.0027930793079307,2962.0,3063.0,-9999.0,0.0,0.0,0,231.0,-0.06028234442161995,5.44673737166631,3,1,0,0
38,-9.177917859219848,-1.0027930793079307,2962.0,3063.0,-9999.0,0.0,0.0,0,231.0,-0.06028234442161995,5.44673737166631,3,1,0,0
39,-4.908515367180748,-1.0027930793079307,2962.0,3063.0,-9999.0,0.0,0.0,0,231.0,-0.06028234442161995,5.44673737166631,3,1,0,0
40,-2.3545239986073487,-1.0027930793079307,2962.0,3063.0,-9999.0,0.0,0.0,0,231.0,-0.06028234442161995,5.44673737166631,3,1,0,0
41,-1.0585832849971588,-469.3149385101105,3102.0,-9999.0,3179.0,1.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
42,-1.0544612617353242,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
43,-1.0505995470504377,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
44,-1.0470774055506284,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
45,-1.0432347264469348,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
46,-1.039528343335712,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
47,-1.0357413108380051,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
48,-1.0326398844677078,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
49,-1.029531368736872,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
50,-1.0264888576765578,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
51,-1.02252661819333,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
52,-1.0175753287342628,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
53,-1.0139693033602226,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
54,-1.0102668754794497,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
55,-1.0062825896459833,-469.3149385101105,3102.0,-9999.0,3179.0,0.0,0.0,0,82.0,-0.6527707162647379,4.418840607796598,3,1,0,0
56,-1.0209594902398256,-362.7534995042358,3113.0,-9999.0,3128.0,1.0,0.0,0,18.0,-0.9072623659154732,2.9444389791664403,2,1,0,0
57,-1.0139432403639677,-362.7534995042358,3113.0,-9999.0,3128.0,0.0,0.0,0,18.0,-0.9072623659154732,2.9444389791664403,2,1,0,0
